lat,lon,hour,month,time,value
28.42,77.031,23,7,2024-07-10 23:00:00,72.49
28.42,77.031,0,7,2024-07-11 00:00:00,78.1
28.42,77.031,1,7,2024-07-11 01:00:00,76.15
28.42,77.031,4,7,2024-07-11 04:00:00,89.7
28.42,77.031,5,7,2024-07-11 05:00:00,97.17
28.42,77.031,6,7,2024-07-11 06:00:00,124.68
28.42,77.031,7,7,2024-07-11 07:00:00,122.5
28.42,77.031,8,7,2024-07-11 08:00:00,96.24
28.42,77.031,9,7,2024-07-11 09:00:00,73.32
28.42,77.031,10,7,2024-07-11 10:00:00,55.36
28.42,77.031,11,7,2024-07-11 11:00:00,53.36
28.42,77.031,12,7,2024-07-11 12:00:00,53.1
28.42,77.031,13,7,2024-07-11 13:00:00,53.96
28.42,77.031,14,7,2024-07-11 14:00:00,39.12
28.42,77.031,15,7,2024-07-11 15:00:00,39.06
28.42,77.031,16,7,2024-07-11 16:00:00,38.42
28.42,77.031,17,7,2024-07-11 17:00:00,38.8
28.42,77.031,18,7,2024-07-11 18:00:00,42.11
28.42,77.031,19,7,2024-07-11 19:00:00,46.93
28.42,77.031,20,7,2024-07-11 20:00:00,72.6
28.42,77.031,21,7,2024-07-11 21:00:00,63.99
28.42,77.031,22,7,2024-07-11 22:00:00,59.09
28.42,77.031,23,7,2024-07-11 23:00:00,48.89
28.42,77.031,0,7,2024-07-12 00:00:00,39.71
28.42,77.031,1,7,2024-07-12 01:00:00,40.09
28.42,77.031,2,7,2024-07-12 02:00:00,41.53
28.42,77.031,3,7,2024-07-12 03:00:00,32.79
28.42,77.031,4,7,2024-07-12 04:00:00,27.45
28.42,77.031,5,7,2024-07-12 05:00:00,29.75
28.42,77.031,6,7,2024-07-12 06:00:00,32.34
28.42,77.031,7,7,2024-07-12 07:00:00,28.48
28.42,77.031,8,7,2024-07-12 08:00:00,31.62
28.42,77.031,9,7,2024-07-12 09:00:00,31.77
28.42,77.031,10,7,2024-07-12 10:00:00,27.15
28.42,77.031,11,7,2024-07-12 11:00:00,33.24
28.42,77.031,12,7,2024-07-12 12:00:00,71.39
28.42,77.031,13,7,2024-07-12 13:00:00,30.54
28.42,77.031,14,7,2024-07-12 14:00:00,25.26
28.42,77.031,15,7,2024-07-12 15:00:00,28.76
28.42,77.031,16,7,2024-07-12 16:00:00,26.06
28.42,77.031,17,7,2024-07-12 17:00:00,33.68
28.42,77.031,18,7,2024-07-12 18:00:00,39.34
28.42,77.031,19,7,2024-07-12 19:00:00,44.3
28.42,77.031,20,7,2024-07-12 20:00:00,46.58
28.42,77.031,21,7,2024-07-12 21:00:00,53.11
28.42,77.031,22,7,2024-07-12 22:00:00,57.52
28.42,77.031,23,7,2024-07-12 23:00:00,64.99
28.42,77.031,0,7,2024-07-13 00:00:00,67.5
28.42,77.031,1,7,2024-07-13 01:00:00,38.08
28.42,77.031,2,7,2024-07-13 02:00:00,31.01
28.42,77.031,3,7,2024-07-13 03:00:00,30.51
28.42,77.031,4,7,2024-07-13 04:00:00,33.91
28.42,77.031,5,7,2024-07-13 05:00:00,74.11
28.42,77.031,6,7,2024-07-13 06:00:00,88.45
28.42,77.031,7,7,2024-07-13 07:00:00,74.15
28.42,77.031,8,7,2024-07-13 08:00:00,92.69
28.42,77.031,9,7,2024-07-13 09:00:00,113.5
28.42,77.031,10,7,2024-07-13 10:00:00,99.96
28.42,77.031,11,7,2024-07-13 11:00:00,101.81
28.42,77.031,12,7,2024-07-13 12:00:00,79.87
28.42,77.031,13,7,2024-07-13 13:00:00,96.12
28.42,77.031,14,7,2024-07-13 14:00:00,104.5
28.42,77.031,15,7,2024-07-13 15:00:00,40.84
28.42,77.031,16,7,2024-07-13 16:00:00,32.42
28.42,77.031,19,7,2024-07-13 19:00:00,74.45
28.42,77.031,20,7,2024-07-13 20:00:00,40.03
28.42,77.031,12,7,2024-07-14 12:00:00,71.36
28.42,77.031,13,7,2024-07-14 13:00:00,64.46
28.42,77.031,15,7,2024-07-14 15:00:00,60.65
28.42,77.031,16,7,2024-07-14 16:00:00,59.47
28.42,77.031,10,7,2024-07-15 10:00:00,65.25
28.42,77.031,11,7,2024-07-15 11:00:00,31.62
28.42,77.031,12,7,2024-07-15 12:00:00,50.44
28.42,77.031,13,7,2024-07-15 13:00:00,37.54
28.42,77.031,14,7,2024-07-15 14:00:00,65.69
28.42,77.031,15,7,2024-07-15 15:00:00,103.15
28.42,77.031,16,7,2024-07-15 16:00:00,84.59
28.42,77.031,4,7,2024-07-16 04:00:00,92.37
28.42,77.031,5,7,2024-07-16 05:00:00,92.75
28.42,77.031,6,7,2024-07-16 06:00:00,95.53
28.42,77.031,7,7,2024-07-16 07:00:00,90.45
28.42,77.031,8,7,2024-07-16 08:00:00,84.8
28.42,77.031,9,7,2024-07-16 09:00:00,82.09
28.42,77.031,10,7,2024-07-16 10:00:00,91.63
28.42,77.031,11,7,2024-07-16 11:00:00,73.07
28.42,77.031,12,7,2024-07-16 12:00:00,65.24
28.42,77.031,13,7,2024-07-16 13:00:00,63.04
28.42,77.031,14,7,2024-07-16 14:00:00,57.9
28.42,77.031,15,7,2024-07-16 15:00:00,41.38
28.42,77.031,16,7,2024-07-16 16:00:00,41.26
28.42,77.031,17,7,2024-07-16 17:00:00,38.71
28.42,77.031,18,7,2024-07-16 18:00:00,43.94
28.42,77.031,19,7,2024-07-16 19:00:00,39.44
28.42,77.031,20,7,2024-07-16 20:00:00,51.12
28.42,77.031,21,7,2024-07-16 21:00:00,52.62
28.42,77.031,22,7,2024-07-16 22:00:00,51.82
28.42,77.031,23,7,2024-07-16 23:00:00,66.0
28.42,77.031,0,7,2024-07-17 00:00:00,74.02
28.42,77.031,1,7,2024-07-17 01:00:00,63.83
28.42,77.031,2,7,2024-07-17 02:00:00,77.07
28.42,77.031,5,7,2024-07-17 05:00:00,71.59
28.42,77.031,6,7,2024-07-17 06:00:00,75.88
28.42,77.031,7,7,2024-07-17 07:00:00,63.36
28.42,77.031,8,7,2024-07-17 08:00:00,54.25
28.42,77.031,9,7,2024-07-17 09:00:00,65.71
28.42,77.031,10,7,2024-07-17 10:00:00,53.65
28.42,77.031,11,7,2024-07-17 11:00:00,47.07
28.42,77.031,12,7,2024-07-17 12:00:00,43.67
28.42,77.031,13,7,2024-07-17 13:00:00,41.36
28.42,77.031,14,7,2024-07-17 14:00:00,39.53
28.42,77.031,15,7,2024-07-17 15:00:00,81.4
28.42,77.031,16,7,2024-07-17 16:00:00,63.88
28.42,77.031,17,7,2024-07-17 17:00:00,55.08
28.42,77.031,18,7,2024-07-17 18:00:00,52.25
28.42,77.031,19,7,2024-07-17 19:00:00,46.84
28.42,77.031,20,7,2024-07-17 20:00:00,48.06
28.42,77.031,22,7,2024-07-17 22:00:00,62.57
28.42,77.031,23,7,2024-07-17 23:00:00,58.5
28.42,77.031,0,7,2024-07-18 00:00:00,52.49
28.42,77.031,1,7,2024-07-18 01:00:00,72.62
28.42,77.031,2,7,2024-07-18 02:00:00,70.2
28.42,77.031,4,7,2024-07-18 04:00:00,86.6
28.42,77.031,5,7,2024-07-18 05:00:00,84.2
28.42,77.031,6,7,2024-07-18 06:00:00,87.37
28.42,77.031,7,7,2024-07-18 07:00:00,87.5
28.42,77.031,9,7,2024-07-18 09:00:00,90.2
28.42,77.031,11,7,2024-07-18 11:00:00,69.25
28.42,77.031,12,7,2024-07-18 12:00:00,77.73
28.42,77.031,13,7,2024-07-18 13:00:00,47.76
28.42,77.031,14,7,2024-07-18 14:00:00,28.85
28.42,77.031,15,7,2024-07-18 15:00:00,34.36
